2020-04-21 20:04:548 INFO  BrowserSelector :24 - Launching Chrome Browser
2020-04-21 20:04:55 INFO  CustomerLoginPage :39 - select name [[ChromeDriver: chrome on WINDOWS (dae93b414dc3075b43e836a7884e988c)] -> id: userSelect]form drop down[[ChromeDriver: chrome on WINDOWS (dae93b414dc3075b43e836a7884e988c)] -> id: userSelect]
2020-04-21 20:04:284 INFO  CustomerLoginPage :45 - click on login btnProxy element for: DefaultElementLocator 'By.xpath: //button[@class='btn btn-default']'
2020-04-21 20:04:461 INFO  AccountPage :73 - click on withdrow tab[[ChromeDriver: chrome on WINDOWS (dae93b414dc3075b43e836a7884e988c)] -> xpath: //button[3]]
2020-04-21 20:04:969 INFO  AccountPage :79 - enter amount :[[ChromeDriver: chrome on WINDOWS (dae93b414dc3075b43e836a7884e988c)] -> xpath: //input[@placeholder='amount']]to the filed[[ChromeDriver: chrome on WINDOWS (dae93b414dc3075b43e836a7884e988c)] -> xpath: //input[@placeholder='amount']]
2020-04-21 20:04:240 INFO  AccountPage :85 - click on deposit withdrow btn[[ChromeDriver: chrome on WINDOWS (dae93b414dc3075b43e836a7884e988c)] -> xpath: //button[@class='btn btn-default']]
2020-04-21 20:04:300 INFO  AccountPage :90 - get error msg[[ChromeDriver: chrome on WINDOWS (dae93b414dc3075b43e836a7884e988c)] -> xpath: //span[@class='error ng-binding']]
2020-04-21 20:04:48 INFO  BrowserSelector :24 - Launching Chrome Browser
2020-04-21 20:04:688 INFO  HomePage :46 - click on bank manager login:[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2020-04-21 20:04:261 INFO  BankManagerLoginPage :35 - click in add customer tab[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> xpath: //button[contains(text(),'Add Customer')]]
2020-04-21 20:04:968 INFO  AddCustomerPage :39 - enter first name[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> xpath: //input[@placeholder='First Name']]to the field[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> xpath: //input[@placeholder='First Name']]
2020-04-21 20:04:290 INFO  AddCustomerPage :44 - enter last name[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> xpath: //input[@placeholder='Last Name']]to the field[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> xpath: //input[@placeholder='Last Name']]
2020-04-21 20:04:728 INFO  AddCustomerPage :50 - enter postcode[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> xpath: //input[@placeholder='Post Code']]to the field[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> xpath: //input[@placeholder='Post Code']]
2020-04-21 20:04:561 INFO  HomePage :33 - click on home button[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> xpath: //button[@class='btn home']]
2020-04-21 20:04:819 INFO  HomePage :46 - click on bank manager login:Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Bank Manager Login')]'
2020-04-21 20:04:04 INFO  BankManagerLoginPage :41 - click on open account tab[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> css selector: body.ng-scope:nth-child(2) div.ng-scope:nth-child(3) div.container-fluid.ng-scope div.ng-scope div.border.box.padT20.ng-scope div.center > button.btn.btn-lg.tab:nth-child(2)]
2020-04-21 20:04:727 INFO  OpenAccountPage :35 - search customer[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> id: userSelect]
2020-04-21 20:04:298 INFO  OpenAccountPage :42 - select customer name[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> id: userSelect]from drop menu[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> id: userSelect]
2020-04-21 20:04:642 INFO  OpenAccountPage :56 - select currency[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> id: currency]form list[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> id: currency]
2020-04-21 20:04:498 INFO  HomePage :33 - click on home button[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> xpath: //button[@class='btn home']]
2020-04-21 20:04:701 INFO  HomePage :39 - click on customer log in :[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> xpath: //button[contains(text(),'Customer Login')]]
2020-04-21 20:04:178 INFO  CustomersPage :29 - search customer btn[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> id: userSelect]
2020-04-21 20:04:720 INFO  CustomerLoginPage :39 - select name [[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> id: userSelect]form drop down[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> id: userSelect]
2020-04-21 20:04:927 INFO  CustomerLoginPage :45 - click on login btn[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> xpath: //button[@class='btn btn-default']]
2020-04-21 20:04:211 INFO  AccountPage :50 - is log out btn displayed [[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> xpath: //button[@class='btn logout']]
2020-04-21 20:04:648 INFO  AccountPage :45 - Click on login BtnProxy element for: DefaultElementLocator 'By.xpath: //button[@class='btn logout']'
2020-04-21 20:04:698 INFO  CustomerLoginPage :50 - is your name is displayed[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> xpath: //div[@class='form-group']//label]
2020-04-21 20:04:988 INFO  HomePage :33 - click on home button[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> xpath: //button[@class='btn home']]
2020-04-21 20:04:207 INFO  HomePage :39 - click on customer log in :Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Customer Login')]'
2020-04-21 20:04:552 INFO  CustomerLoginPage :39 - select name [[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> id: userSelect]form drop down[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> id: userSelect]
2020-04-21 20:04:833 INFO  CustomerLoginPage :45 - click on login btnProxy element for: DefaultElementLocator 'By.xpath: //button[@class='btn btn-default']'
2020-04-21 20:04:16 INFO  AccountPage :67 - click on deposit[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> xpath: //body[@class='ng-scope']//div[@class='ng-scope']//div[@class='ng-scope']//button[2]]
2020-04-21 20:04:663 INFO  AccountPage :79 - enter amount :[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> xpath: //input[@placeholder='amount']]to the filed[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> xpath: //input[@placeholder='amount']]
2020-04-21 20:04:863 INFO  AccountPage :85 - click on deposit withdrow btn[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> xpath: //button[@class='btn btn-default']]
2020-04-21 20:04:922 INFO  AccountPage :90 - get error msg[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> xpath: //span[@class='error ng-binding']]
2020-04-21 20:04:217 INFO  HomePage :33 - click on home button[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> xpath: //button[@class='btn home']]
2020-04-21 20:04:386 INFO  HomePage :39 - click on customer log in :Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Customer Login')]'
2020-04-21 20:04:676 INFO  CustomerLoginPage :39 - select name [[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> id: userSelect]form drop down[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> id: userSelect]
2020-04-21 20:04:48 INFO  CustomerLoginPage :45 - click on login btnProxy element for: DefaultElementLocator 'By.xpath: //button[@class='btn btn-default']'
2020-04-21 20:04:287 INFO  AccountPage :73 - click on withdrow tab[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> xpath: //button[3]]
2020-04-21 20:04:828 INFO  AccountPage :79 - enter amount :[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> xpath: //input[@placeholder='amount']]to the filed[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> xpath: //input[@placeholder='amount']]
2020-04-21 20:04:33 INFO  AccountPage :85 - click on deposit withdrow btn[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> xpath: //button[@class='btn btn-default']]
2020-04-21 20:04:98 INFO  AccountPage :90 - get error msg[[ChromeDriver: chrome on WINDOWS (38ea901daff050ed3d03504c322b3411)] -> xpath: //span[@class='error ng-binding']]
2020-04-21 21:04:173 INFO  BrowserSelector :24 - Launching Chrome Browser
2020-04-21 21:04:673 INFO  HomePage :46 - click on bank manager login:[[ChromeDriver: chrome on WINDOWS (15f14f0c17a58840e64680f1879ab45e)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2020-04-21 21:04:938 INFO  BankManagerLoginPage :35 - click in add customer tab[[ChromeDriver: chrome on WINDOWS (15f14f0c17a58840e64680f1879ab45e)] -> xpath: //button[contains(text(),'Add Customer')]]
2020-04-21 21:04:397 INFO  AddCustomerPage :41 - enter first name[[ChromeDriver: chrome on WINDOWS (15f14f0c17a58840e64680f1879ab45e)] -> xpath: //input[@placeholder='First Name']]to the field[[ChromeDriver: chrome on WINDOWS (15f14f0c17a58840e64680f1879ab45e)] -> xpath: //input[@placeholder='First Name']]
2020-04-21 21:04:701 INFO  AddCustomerPage :46 - enter last name[[ChromeDriver: chrome on WINDOWS (15f14f0c17a58840e64680f1879ab45e)] -> xpath: //input[@placeholder='Last Name']]to the field[[ChromeDriver: chrome on WINDOWS (15f14f0c17a58840e64680f1879ab45e)] -> xpath: //input[@placeholder='Last Name']]
2020-04-21 21:04:200 INFO  AddCustomerPage :52 - enter postcode[[ChromeDriver: chrome on WINDOWS (15f14f0c17a58840e64680f1879ab45e)] -> xpath: //input[@placeholder='Post Code']]to the field[[ChromeDriver: chrome on WINDOWS (15f14f0c17a58840e64680f1879ab45e)] -> xpath: //input[@placeholder='Post Code']]
2020-04-21 21:04:971 INFO  HomePage :33 - click on home button[[ChromeDriver: chrome on WINDOWS (15f14f0c17a58840e64680f1879ab45e)] -> xpath: //button[@class='btn home']]
2020-04-21 21:04:260 INFO  HomePage :39 - click on customer log in :[[ChromeDriver: chrome on WINDOWS (15f14f0c17a58840e64680f1879ab45e)] -> xpath: //button[contains(text(),'Customer Login')]]
2020-04-21 21:04:894 INFO  CustomersPage :29 - search customer btn[[ChromeDriver: chrome on WINDOWS (15f14f0c17a58840e64680f1879ab45e)] -> id: userSelect]
2020-04-21 21:04:399 INFO  CustomerLoginPage :39 - select name [[ChromeDriver: chrome on WINDOWS (15f14f0c17a58840e64680f1879ab45e)] -> id: userSelect]form drop down[[ChromeDriver: chrome on WINDOWS (15f14f0c17a58840e64680f1879ab45e)] -> id: userSelect]
2020-04-21 21:04:632 INFO  CustomerLoginPage :45 - click on login btn[[ChromeDriver: chrome on WINDOWS (15f14f0c17a58840e64680f1879ab45e)] -> xpath: //button[@class='btn btn-default']]
2020-04-21 21:04:794 INFO  AccountPage :50 - is log out btn displayed [[ChromeDriver: chrome on WINDOWS (15f14f0c17a58840e64680f1879ab45e)] -> xpath: //button[@class='btn logout']]
2020-04-21 21:04:65 INFO  AccountPage :45 - Click on login BtnProxy element for: DefaultElementLocator 'By.xpath: //button[@class='btn logout']'
2020-04-21 21:04:103 INFO  CustomerLoginPage :50 - is your name is displayed[[ChromeDriver: chrome on WINDOWS (15f14f0c17a58840e64680f1879ab45e)] -> xpath: //div[@class='form-group']//label]
2020-04-21 21:04:473 INFO  HomePage :33 - click on home button[[ChromeDriver: chrome on WINDOWS (15f14f0c17a58840e64680f1879ab45e)] -> xpath: //button[@class='btn home']]
2020-04-21 21:04:729 INFO  HomePage :39 - click on customer log in :Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Customer Login')]'
2020-04-21 21:04:47 INFO  CustomerLoginPage :39 - select name [[ChromeDriver: chrome on WINDOWS (15f14f0c17a58840e64680f1879ab45e)] -> id: userSelect]form drop down[[ChromeDriver: chrome on WINDOWS (15f14f0c17a58840e64680f1879ab45e)] -> id: userSelect]
2020-04-21 21:04:457 INFO  CustomerLoginPage :45 - click on login btnProxy element for: DefaultElementLocator 'By.xpath: //button[@class='btn btn-default']'
2020-04-21 21:04:813 INFO  HomePage :33 - click on home button[[ChromeDriver: chrome on WINDOWS (15f14f0c17a58840e64680f1879ab45e)] -> xpath: //button[@class='btn home']]
2020-04-21 21:04:72 INFO  HomePage :39 - click on customer log in :Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Customer Login')]'
2020-04-21 21:04:455 INFO  CustomerLoginPage :39 - select name [[ChromeDriver: chrome on WINDOWS (15f14f0c17a58840e64680f1879ab45e)] -> id: userSelect]form drop down[[ChromeDriver: chrome on WINDOWS (15f14f0c17a58840e64680f1879ab45e)] -> id: userSelect]
2020-04-21 21:04:994 INFO  CustomerLoginPage :45 - click on login btnProxy element for: DefaultElementLocator 'By.xpath: //button[@class='btn btn-default']'
2020-04-21 21:04:501 INFO  BrowserSelector :24 - Launching Chrome Browser
2020-04-21 21:04:632 INFO  HomePage :46 - click on bank manager login:Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Bank Manager Login')]'
2020-04-21 21:04:810 INFO  BankManagerLoginPage :35 - click in add customer tab[[ChromeDriver: chrome on WINDOWS (480665e074822260f7415d97b590cfac)] -> xpath: //button[contains(text(),'Add Customer')]]
2020-04-21 21:04:671 INFO  AddCustomerPage :41 - enter first name[[ChromeDriver: chrome on WINDOWS (480665e074822260f7415d97b590cfac)] -> xpath: //input[@placeholder='First Name']]to the field[[ChromeDriver: chrome on WINDOWS (480665e074822260f7415d97b590cfac)] -> xpath: //input[@placeholder='First Name']]
2020-04-21 21:04:947 INFO  AddCustomerPage :46 - enter last name[[ChromeDriver: chrome on WINDOWS (480665e074822260f7415d97b590cfac)] -> xpath: //input[@placeholder='Last Name']]to the field[[ChromeDriver: chrome on WINDOWS (480665e074822260f7415d97b590cfac)] -> xpath: //input[@placeholder='Last Name']]
2020-04-21 21:04:406 INFO  AddCustomerPage :52 - enter postcode[[ChromeDriver: chrome on WINDOWS (480665e074822260f7415d97b590cfac)] -> xpath: //input[@placeholder='Post Code']]to the field[[ChromeDriver: chrome on WINDOWS (480665e074822260f7415d97b590cfac)] -> xpath: //input[@placeholder='Post Code']]
2020-04-21 21:04:647 INFO  BrowserSelector :24 - Launching Chrome Browser
2020-04-21 21:04:243 INFO  HomePage :46 - click on bank manager login:[[ChromeDriver: chrome on WINDOWS (c26142b184ded4d8660af23f41bc525c)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2020-04-21 21:04:995 INFO  BankManagerLoginPage :35 - click in add customer tab[[ChromeDriver: chrome on WINDOWS (c26142b184ded4d8660af23f41bc525c)] -> xpath: //button[contains(text(),'Add Customer')]]
2020-04-21 21:04:622 INFO  AddCustomerPage :41 - enter first name[[ChromeDriver: chrome on WINDOWS (c26142b184ded4d8660af23f41bc525c)] -> xpath: //input[@placeholder='First Name']]to the field[[ChromeDriver: chrome on WINDOWS (c26142b184ded4d8660af23f41bc525c)] -> xpath: //input[@placeholder='First Name']]
2020-04-21 21:04:941 INFO  AddCustomerPage :46 - enter last name[[ChromeDriver: chrome on WINDOWS (c26142b184ded4d8660af23f41bc525c)] -> xpath: //input[@placeholder='Last Name']]to the field[[ChromeDriver: chrome on WINDOWS (c26142b184ded4d8660af23f41bc525c)] -> xpath: //input[@placeholder='Last Name']]
2020-04-21 21:04:592 INFO  AddCustomerPage :52 - enter postcode[[ChromeDriver: chrome on WINDOWS (c26142b184ded4d8660af23f41bc525c)] -> xpath: //input[@placeholder='Post Code']]to the field[[ChromeDriver: chrome on WINDOWS (c26142b184ded4d8660af23f41bc525c)] -> xpath: //input[@placeholder='Post Code']]
2020-04-21 21:04:102 INFO  AddCustomerPage :61 - click on add customer btn[[ChromeDriver: chrome on WINDOWS (c26142b184ded4d8660af23f41bc525c)] -> xpath: //button[@class='btn btn-default']]
2020-04-21 21:04:99 INFO  BrowserSelector :24 - Launching Chrome Browser
2020-04-21 21:04:175 INFO  HomePage :46 - click on bank manager login:[[ChromeDriver: chrome on WINDOWS (b2fd53bc93fd5d768a0448b90961dc10)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2020-04-21 21:04:773 INFO  BankManagerLoginPage :35 - click in add customer tab[[ChromeDriver: chrome on WINDOWS (b2fd53bc93fd5d768a0448b90961dc10)] -> xpath: //button[contains(text(),'Add Customer')]]
2020-04-21 21:04:721 INFO  AddCustomerPage :41 - enter first name[[ChromeDriver: chrome on WINDOWS (b2fd53bc93fd5d768a0448b90961dc10)] -> xpath: //input[@placeholder='First Name']]to the field[[ChromeDriver: chrome on WINDOWS (b2fd53bc93fd5d768a0448b90961dc10)] -> xpath: //input[@placeholder='First Name']]
2020-04-21 21:04:492 INFO  AddCustomerPage :46 - enter last name[[ChromeDriver: chrome on WINDOWS (b2fd53bc93fd5d768a0448b90961dc10)] -> xpath: //input[@placeholder='Last Name']]to the field[[ChromeDriver: chrome on WINDOWS (b2fd53bc93fd5d768a0448b90961dc10)] -> xpath: //input[@placeholder='Last Name']]
2020-04-21 21:04:92 INFO  AddCustomerPage :52 - enter postcode[[ChromeDriver: chrome on WINDOWS (b2fd53bc93fd5d768a0448b90961dc10)] -> xpath: //input[@placeholder='Post Code']]to the field[[ChromeDriver: chrome on WINDOWS (b2fd53bc93fd5d768a0448b90961dc10)] -> xpath: //input[@placeholder='Post Code']]
2020-04-21 21:04:580 INFO  AddCustomerPage :61 - click on add customer btn[[ChromeDriver: chrome on WINDOWS (b2fd53bc93fd5d768a0448b90961dc10)] -> xpath: //button[@class='btn btn-default']]
2020-04-21 21:04:827 INFO  HomePage :33 - click on home button[[ChromeDriver: chrome on WINDOWS (b2fd53bc93fd5d768a0448b90961dc10)] -> xpath: //button[@class='btn home']]
2020-04-21 21:04:51 INFO  HomePage :46 - click on bank manager login:Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Bank Manager Login')]'
2020-04-21 21:04:193 INFO  BankManagerLoginPage :41 - click on open account tab[[ChromeDriver: chrome on WINDOWS (b2fd53bc93fd5d768a0448b90961dc10)] -> css selector: body.ng-scope:nth-child(2) div.ng-scope:nth-child(3) div.container-fluid.ng-scope div.ng-scope div.border.box.padT20.ng-scope div.center > button.btn.btn-lg.tab:nth-child(2)]
2020-04-21 21:04:829 INFO  OpenAccountPage :37 - search customer[[ChromeDriver: chrome on WINDOWS (b2fd53bc93fd5d768a0448b90961dc10)] -> id: userSelect]
2020-04-21 21:04:214 INFO  OpenAccountPage :44 - select customer name[[ChromeDriver: chrome on WINDOWS (b2fd53bc93fd5d768a0448b90961dc10)] -> id: userSelect]from drop menu[[ChromeDriver: chrome on WINDOWS (b2fd53bc93fd5d768a0448b90961dc10)] -> id: userSelect]
2020-04-21 21:04:493 INFO  OpenAccountPage :58 - select currency[[ChromeDriver: chrome on WINDOWS (b2fd53bc93fd5d768a0448b90961dc10)] -> id: currency]form list[[ChromeDriver: chrome on WINDOWS (b2fd53bc93fd5d768a0448b90961dc10)] -> id: currency]
2020-04-21 21:04:816 INFO  OpenAccountPage :67 - click on press btn[[ChromeDriver: chrome on WINDOWS (b2fd53bc93fd5d768a0448b90961dc10)] -> xpath: //button[contains(text(),'Process')]]
2020-04-21 21:04:59 INFO  HomePage :33 - click on home button[[ChromeDriver: chrome on WINDOWS (b2fd53bc93fd5d768a0448b90961dc10)] -> xpath: //button[@class='btn home']]
2020-04-21 21:04:245 INFO  HomePage :39 - click on customer log in :[[ChromeDriver: chrome on WINDOWS (b2fd53bc93fd5d768a0448b90961dc10)] -> xpath: //button[contains(text(),'Customer Login')]]
2020-04-21 21:04:698 INFO  CustomersPage :29 - search customer btn[[ChromeDriver: chrome on WINDOWS (b2fd53bc93fd5d768a0448b90961dc10)] -> id: userSelect]
2020-04-21 21:04:09 INFO  CustomerLoginPage :39 - select name [[ChromeDriver: chrome on WINDOWS (b2fd53bc93fd5d768a0448b90961dc10)] -> id: userSelect]form drop down[[ChromeDriver: chrome on WINDOWS (b2fd53bc93fd5d768a0448b90961dc10)] -> id: userSelect]
2020-04-21 21:04:177 INFO  CustomerLoginPage :45 - click on login btn[[ChromeDriver: chrome on WINDOWS (b2fd53bc93fd5d768a0448b90961dc10)] -> xpath: //button[@class='btn btn-default']]
2020-04-21 21:04:396 INFO  AccountPage :50 - is log out btn displayed [[ChromeDriver: chrome on WINDOWS (b2fd53bc93fd5d768a0448b90961dc10)] -> xpath: //button[@class='btn logout']]
2020-04-21 21:04:675 INFO  AccountPage :45 - Click on login BtnProxy element for: DefaultElementLocator 'By.xpath: //button[@class='btn logout']'
